Evolution of the BH masses and spins as functions of time.
Total number of time iterations: 784

              t                   M              a
    1.28339e+21         2.59899e+02    0.00000e+00
    1.28339e+21         2.35544e+02    0.00000e+00
    1.28339e+21         2.20717e+02    0.00000e+00
    1.28339e+21         2.03832e+02    0.00000e+00
    1.28339e+21         1.84034e+02    0.00000e+00
    1.28339e+21         1.71890e+02    0.00000e+00
    1.28339e+21         1.57970e+02    0.00000e+00
    1.28339e+21         1.49730e+02    0.00000e+00
    1.28339e+21         1.40557e+02    0.00000e+00
    1.28339e+21         1.30148e+02    0.00000e+00
    1.28339e+21         1.18007e+02    0.00000e+00
    1.28339e+21         1.10624e+02    0.00000e+00
    1.28339e+21         1.02222e+02    0.00000e+00
    1.28339e+21         9.23818e+01    0.00000e+00
    1.28339e+21         8.63578e+01    0.00000e+00
    1.28339e+21         7.94642e+01    0.00000e+00
    1.28339e+21         7.53933e+01    0.00000e+00
    1.28339e+21         7.08711e+01    0.00000e+00
    1.28339e+21         6.57532e+01    0.00000e+00
    1.28339e+21         5.98077e+01    0.00000e+00
    1.28339e+21         5.62145e+01    0.00000e+00
    1.28339e+21         5.21473e+01    0.00000e+00
    1.28339e+21         4.74209e+01    0.00000e+00
    1.28339e+21         4.45632e+01    0.00000e+00
    1.28339e+21         4.13272e+01    0.00000e+00
    1.28339e+21         3.75645e+01    0.00000e+00
    1.28339e+21         3.52875e+01    0.00000e+00
    1.28339e+21         3.27070e+01    0.00000e+00
    1.28339e+21         2.97034e+01    0.00000e+00
    1.28339e+21         2.78824e+01    0.00000e+00
    1.28339e+21         2.58159e+01    0.00000e+00
    1.28339e+21         2.34053e+01    0.00000e+00
    1.28339e+21         2.19389e+01    0.00000e+00
    1.28339e+21         2.02699e+01    0.00000e+00
    1.28339e+21         1.83148e+01    0.00000e+00
    1.28339e+21         1.71174e+01    0.00000e+00
    1.28339e+21         1.57467e+01    0.00000e+00
    1.28339e+21         1.49368e+01    0.00000e+00
    1.28339e+21         1.40366e+01    0.00000e+00
    1.28339e+21         1.30174e+01    0.00000e+00
    1.28339e+21         1.18323e+01    0.00000e+00
    1.28339e+21         1.11150e+01    0.00000e+00
    1.28339e+21         1.03023e+01    0.00000e+00
    1.28339e+21         9.35622e+00    0.00000e+00
    1.28339e+21         8.78270e+00    0.00000e+00
    1.28339e+21         8.13182e+00    0.00000e+00
    1.28339e+21         7.37258e+00    0.00000e+00
    1.28339e+21         6.91075e+00    0.00000e+00
    1.28339e+21         6.38513e+00    0.00000e+00
    1.28339e+21         5.76940e+00    0.00000e+00
    1.28339e+21         5.39233e+00    0.00000e+00
    1.28339e+21         4.96067e+00    0.00000e+00
    1.28339e+21         4.70564e+00    0.00000e+00
    1.28339e+21         4.42222e+00    0.00000e+00
    1.28339e+21         4.10131e+00    0.00000e+00
    1.28339e+21         3.72822e+00    0.00000e+00
    1.28339e+21         3.50247e+00    0.00000e+00
    1.28339e+21         3.24668e+00    0.00000e+00
    1.28339e+21         2.94899e+00    0.00000e+00
    1.28339e+21         2.76858e+00    0.00000e+00
    1.28339e+21         2.56390e+00    0.00000e+00
    1.28339e+21         2.32522e+00    0.00000e+00
    1.28339e+21         2.18013e+00    0.00000e+00
    1.28339e+21         2.01509e+00    0.00000e+00
    1.28339e+21         1.82189e+00    0.00000e+00
    1.28339e+21         1.70373e+00    0.00000e+00
    1.28339e+21         1.56860e+00    0.00000e+00
    1.28339e+21         1.48889e+00    0.00000e+00
    1.28339e+21         1.40043e+00    0.00000e+00
    1.28339e+21         1.30043e+00    0.00000e+00
    1.28339e+21         1.18446e+00    0.00000e+00
    1.28339e+21         1.11456e+00    0.00000e+00
    1.28339e+21         1.03563e+00    0.00000e+00
    1.28339e+21         9.44199e-01    0.00000e+00
    1.28339e+21         8.89204e-01    0.00000e+00
    1.28339e+21         8.27195e-01    0.00000e+00
    1.28339e+21         7.55542e-01    0.00000e+00
    1.28339e+21         7.12597e-01    0.00000e+00
    1.28339e+21         6.64321e-01    0.00000e+00
    1.28339e+21         6.08773e-01    0.00000e+00
    1.28339e+21         5.75699e-01    0.00000e+00
    1.28339e+21         5.38716e-01    0.00000e+00
    1.28339e+21         4.96481e-01    0.00000e+00
    1.28339e+21         4.71617e-01    0.00000e+00
    1.28339e+21         4.44063e-01    0.00000e+00
    1.28339e+21         4.12984e-01    0.00000e+00
    1.28339e+21         3.77051e-01    0.00000e+00
    1.28339e+21         3.55496e-01    0.00000e+00
    1.28339e+21         3.31249e-01    0.00000e+00
    1.28339e+21         3.03322e-01    0.00000e+00
    1.28339e+21         2.86669e-01    0.00000e+00
    1.28339e+21         2.68025e-01    0.00000e+00
    1.28339e+21         2.46696e-01    0.00000e+00
    1.28339e+21         2.34109e-01    0.00000e+00
    1.28339e+21         2.20131e-01    0.00000e+00
    1.28339e+21         2.04322e-01    0.00000e+00
    1.28339e+21         1.85971e-01    0.00000e+00
    1.28339e+21         1.74896e-01    0.00000e+00
    1.28339e+21         1.62374e-01    0.00000e+00
    1.28339e+21         1.47846e-01    0.00000e+00
    1.28339e+21         1.39084e-01    0.00000e+00
    1.28339e+21         1.29183e-01    0.00000e+00
    1.28339e+21         1.17707e-01    0.00000e+00
    1.28339e+21         1.10795e-01    0.00000e+00
    1.28339e+21         1.02994e-01    0.00000e+00
    1.28339e+21         9.39669e-02    0.00000e+00
    1.28339e+21         8.85444e-02    0.00000e+00
    1.28339e+21         8.24373e-02    0.00000e+00
    1.28339e+21         7.53919e-02    0.00000e+00
    1.28339e+21         7.11801e-02    0.00000e+00
    1.28339e+21         6.64550e-02    0.00000e+00
    1.28339e+21         6.10341e-02    0.00000e+00
    1.28339e+21         5.78208e-02    0.00000e+00
    1.28339e+21         5.42405e-02    0.00000e+00
    1.28339e+21         5.01719e-02    0.00000e+00
    1.28339e+21         4.54166e-02    0.00000e+00
    1.28339e+21         4.25151e-02    0.00000e+00
    1.28339e+21         3.92039e-02    0.00000e+00
    1.28339e+21         3.53098e-02    0.00000e+00
    1.28339e+21         3.29097e-02    0.00000e+00
    1.28339e+21         3.01466e-02    0.00000e+00
    1.28339e+21         2.85003e-02    0.00000e+00
    1.28339e+21         2.66582e-02    0.00000e+00
    1.28339e+21         2.45528e-02    0.00000e+00
    1.28339e+21         2.33117e-02    0.00000e+00
    1.28339e+21         2.19351e-02    0.00000e+00
    1.28339e+21         2.03802e-02    0.00000e+00
    1.28339e+21         1.85790e-02    0.00000e+00
    1.28339e+21         1.74954e-02    0.00000e+00
    1.28339e+21         1.62733e-02    0.00000e+00
    1.28339e+21         1.48608e-02    0.00000e+00
    1.28339e+21         1.40139e-02    0.00000e+00
    1.28339e+21         1.30615e-02    0.00000e+00
    1.28339e+21         1.19653e-02    0.00000e+00
    1.28339e+21         1.13121e-02    0.00000e+00
    1.28339e+21         1.05813e-02    0.00000e+00
    1.28339e+21         9.74602e-03    0.00000e+00
    1.28339e+21         9.25375e-03    0.00000e+00
    1.28339e+21         8.70772e-03    0.00000e+00
    1.28339e+21         8.09106e-03    0.00000e+00
    1.28339e+21         7.37683e-03    0.00000e+00
    1.28339e+21         6.94721e-03    0.00000e+00
    1.28339e+21         6.46281e-03    0.00000e+00
    1.28339e+21         5.90307e-03    0.00000e+00
    1.28339e+21         5.56761e-03    0.00000e+00
    1.28339e+21         5.19051e-03    0.00000e+00
    1.28339e+21         4.75663e-03    0.00000e+00
    1.28339e+21         4.49831e-03    0.00000e+00
    1.28339e+21         4.20946e-03    0.00000e+00
    1.28339e+21         3.87962e-03    0.00000e+00
    1.28339e+21         3.68546e-03    0.00000e+00
    1.28339e+21         3.47030e-03    0.00000e+00
    1.28339e+21         3.22764e-03    0.00000e+00
    1.28339e+21         2.94712e-03    0.00000e+00
    1.28339e+21         2.77889e-03    0.00000e+00
    1.28339e+21         2.58967e-03    0.00000e+00
    1.28339e+21         2.37179e-03    0.00000e+00
    1.28339e+21         2.24192e-03    0.00000e+00
    1.28339e+21         2.09656e-03    0.00000e+00
    1.28339e+21         1.93035e-03    0.00000e+00
    1.28339e+21         1.83232e-03    0.00000e+00
    1.28339e+21         1.72352e-03    0.00000e+00
    1.28339e+21         1.60054e-03    0.00000e+00
    1.28339e+21         1.45795e-03    0.00000e+00
    1.28339e+21         1.37202e-03    0.00000e+00
    1.28339e+21         1.27499e-03    0.00000e+00
    1.28339e+21         1.16264e-03    0.00000e+00
    1.28339e+21         1.09508e-03    0.00000e+00
    1.28339e+21         1.01892e-03    0.00000e+00
    1.28339e+21         9.30957e-04    0.00000e+00
    1.28339e+21         8.78271e-04    0.00000e+00
    1.28339e+21         8.19075e-04    0.00000e+00
    1.28339e+21         7.51013e-04    0.00000e+00
    1.28339e+21         7.10534e-04    0.00000e+00
    1.28339e+21         6.65311e-04    0.00000e+00
    1.28339e+21         6.13732e-04    0.00000e+00
    1.28339e+21         5.53119e-04    0.00000e+00
    1.28339e+21         5.15806e-04    0.00000e+00
    1.28339e+21         4.72900e-04    0.00000e+00
    1.28339e+21         4.47377e-04    0.00000e+00
    1.28339e+21         4.18859e-04    0.00000e+00
    1.28339e+21         3.86326e-04    0.00000e+00
    1.28339e+21         3.48083e-04    0.00000e+00
    1.28339e+21         3.24528e-04    0.00000e+00
    1.28339e+21         2.97431e-04    0.00000e+00
    1.28339e+21         2.81301e-04    0.00000e+00
    1.28339e+21         2.63268e-04    0.00000e+00
    1.28339e+21         2.42681e-04    0.00000e+00
    1.28339e+21         2.18452e-04    0.00000e+00
    1.28339e+21         2.03501e-04    0.00000e+00
    1.28339e+21         1.86273e-04    0.00000e+00
    1.28339e+21         1.75992e-04    0.00000e+00
    1.28339e+21         1.64474e-04    0.00000e+00
    1.28339e+21         1.51287e-04    0.00000e+00
    1.28339e+21         1.43494e-04    0.00000e+00
    1.28339e+21         1.34831e-04    0.00000e+00
    1.28339e+21         1.25020e-04    0.00000e+00
    1.28339e+21         1.13608e-04    0.00000e+00
    1.28339e+21         1.06698e-04    0.00000e+00
    1.28339e+21         9.88647e-05    0.00000e+00
    1.28339e+21         8.97404e-05    0.00000e+00
    1.28339e+21         8.42034e-05    0.00000e+00
    1.28339e+21         7.79142e-05    0.00000e+00
    1.28339e+21         7.05687e-05    0.00000e+00
    1.28339e+21         6.60915e-05    0.00000e+00
    1.28339e+21         6.09873e-05    0.00000e+00
    1.28339e+21         5.49929e-05    0.00000e+00
    1.28339e+21         5.13067e-05    0.00000e+00
    1.28339e+21         4.70718e-05    0.00000e+00
    1.28339e+21         4.45561e-05    0.00000e+00
    1.28339e+21         4.17485e-05    0.00000e+00
    1.28339e+21         3.85504e-05    0.00000e+00
    1.28339e+21         3.47998e-05    0.00000e+00
    1.28339e+21         3.24984e-05    0.00000e+00
    1.28339e+21         2.98596e-05    0.00000e+00
    1.28339e+21         2.82967e-05    0.00000e+00
    1.28339e+21         2.65564e-05    0.00000e+00
    1.28339e+21         2.45805e-05    0.00000e+00


